year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
2020,FLORIDA,FL,COLLIER,12021,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,77621,207818,20210622,TOTAL
2020,FLORIDA,FL,COLLIER,12021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,128950,207818,20210622,TOTAL
2020,FLORIDA,FL,COLUMBIA,12023,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8914,33042,20210622,TOTAL
2020,FLORIDA,FL,COLUMBIA,12023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,23836,33042,20210622,TOTAL
2020,FLORIDA,FL,DESOTO,12027,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4259,12659,20210622,TOTAL
2020,FLORIDA,FL,DESOTO,12027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8313,12659,20210622,TOTAL
2020,FLORIDA,FL,DIXIE,12029,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1365,8167,20210622,TOTAL
2020,FLORIDA,FL,DIXIE,12029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6759,8167,20210622,TOTAL
2020,FLORIDA,FL,DUVAL,12031,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,252556,492820,20210622,TOTAL
2020,FLORIDA,FL,DUVAL,12031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,233762,492820,20210622,TOTAL
2020,FLORIDA,FL,ESCAMBIA,12033,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,70929,170372,20210622,TOTAL
2020,FLORIDA,FL,ESCAMBIA,12033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,96674,170372,20210622,TOTAL
2020,FLORIDA,FL,FLAGLER,12035,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,28161,71716,20210622,TOTAL
2020,FLORIDA,FL,FLAGLER,12035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,43043,71716,20210622,TOTAL
2020,FLORIDA,FL,FRANKLIN,12037,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2120,6849,20210622,TOTAL
2020,FLORIDA,FL,FRANKLIN,12037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4675,6849,20210622,TOTAL
2020,FLORIDA,FL,GADSDEN,12039,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16153,23762,20210622,TOTAL
2020,FLORIDA,FL,GADSDEN,12039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7465,23762,20210622,TOTAL
2020,FLORIDA,FL,GILCHRIST,12041,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1700,9685,20210622,TOTAL
2020,FLORIDA,FL,GILCHRIST,12041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7895,9685,20210622,TOTAL
2020,FLORIDA,FL,GLADES,12043,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1385,5193,20210622,TOTAL
2020,FLORIDA,FL,GLADES,12043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3782,5193,20210622,TOTAL
2020,FLORIDA,FL,GULF,12045,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1985,8163,20210622,TOTAL
2020,FLORIDA,FL,GULF,12045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6113,8163,20210622,TOTAL
2020,FLORIDA,FL,HAMILTON,12047,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1963,5830,20210622,TOTAL
2020,FLORIDA,FL,HAMILTON,12047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3815,5830,20210622,TOTAL
2020,FLORIDA,FL,HARDEE,12049,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2298,8485,20210622,TOTAL
2020,FLORIDA,FL,HARDEE,12049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6122,8485,20210622,TOTAL
2020,FLORIDA,FL,HENDRY,12051,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4929,12940,20210622,TOTAL
2020,FLORIDA,FL,HENDRY,12051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7906,12940,20210622,TOTAL
2020,FLORIDA,FL,HERNANDO,12053,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37519,108922,20210622,TOTAL
2020,FLORIDA,FL,HERNANDO,12053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,70412,108922,20210622,TOTAL
2020,FLORIDA,FL,HIGHLANDS,12055,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16938,52170,20210622,TOTAL
2020,FLORIDA,FL,HIGHLANDS,12055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,34873,52170,20210622,TOTAL
2020,FLORIDA,FL,HILLSBOROUGH,12057,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,376367,712063,20210622,TOTAL
2020,FLORIDA,FL,HILLSBOROUGH,12057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,327398,712063,20210622,TOTAL
2020,FLORIDA,FL,HOLMES,12059,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,924,9068,20210622,TOTAL
2020,FLORIDA,FL,HOLMES,12059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8080,9068,20210622,TOTAL
2020,FLORIDA,FL,INDIAN RIVER,12061,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,37844,97484,20210622,TOTAL
2020,FLORIDA,FL,INDIAN RIVER,12061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,58872,97484,20210622,TOTAL
2020,FLORIDA,FL,JACKSON,12063,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6766,22419,20210622,TOTAL
2020,FLORIDA,FL,JACKSON,12063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15488,22419,20210622,TOTAL
2020,FLORIDA,FL,JEFFERSON,12065,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3897,8451,20210622,TOTAL
2020,FLORIDA,FL,JEFFERSON,12065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4479,8451,20210622,TOTAL
2020,FLORIDA,FL,LAFAYETTE,12067,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,510,3658,20210622,TOTAL
2020,FLORIDA,FL,LAFAYETTE,12067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3128,3658,20210622,TOTAL
2020,FLORIDA,FL,LAKE,12069,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,83505,211314,20210622,TOTAL
2020,FLORIDA,FL,LAKE,12069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,125859,211314,20210622,TOTAL
2020,FLORIDA,FL,LEE,12071,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,157695,393899,20210622,TOTAL
2020,FLORIDA,FL,LEE,12071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,233247,393899,20210622,TOTAL
2020,FLORIDA,FL,LEON,12073,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,103517,162929,20210622,TOTAL
2020,FLORIDA,FL,LEON,12073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,57453,162929,20210622,TOTAL
2020,FLORIDA,FL,LEVY,12075,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6205,23145,20210622,TOTAL
2020,FLORIDA,FL,LEVY,12075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16749,23145,20210622,TOTAL
2020,FLORIDA,FL,LIBERTY,12077,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,694,3561,20210622,TOTAL
2020,FLORIDA,FL,LIBERTY,12077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2846,3561,20210622,TOTAL
2020,FLORIDA,FL,MADISON,12079,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3747,9380,20210622,TOTAL
2020,FLORIDA,FL,MADISON,12079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5576,9380,20210622,TOTAL
2020,FLORIDA,FL,MANATEE,12081,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,90166,216958,20210622,TOTAL
2020,FLORIDA,FL,MANATEE,12081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,124987,216958,20210622,TOTAL
2020,FLORIDA,FL,MARION,12083,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,74858,204376,20210622,TOTAL
2020,FLORIDA,FL,MARION,12083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,127826,204376,20210622,TOTAL
2020,FLORIDA,FL,MARTIN,12085,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,36893,98726,20210622,TOTAL
2020,FLORIDA,FL,MARTIN,12085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,61168,98726,20210622,TOTAL
2020,FLORIDA,FL,MIAMI-DADE,12086,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,617864,1156816,20210622,TOTAL
2020,FLORIDA,FL,MIAMI-DADE,12086,PRESIDENT,DONALD J TRUMP,REPUBLICAN,532833,1156816,20210622,TOTAL
2020,FLORIDA,FL,MONROE,12087,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21881,48029,20210622,TOTAL
2020,FLORIDA,FL,MONROE,12087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,25693,48029,20210622,TOTAL
2020,FLORIDA,FL,NASSAU,12089,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15564,58811,20210622,TOTAL
2020,FLORIDA,FL,NASSAU,12089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,42566,58811,20210622,TOTAL
2020,FLORIDA,FL,OKALOOSA,12091,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,34248,116373,20210622,TOTAL
2020,FLORIDA,FL,OKALOOSA,12091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,79798,116373,20210622,TOTAL
2020,FLORIDA,FL,OKEECHOBEE,12093,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4390,15954,20210622,TOTAL
2020,FLORIDA,FL,OKEECHOBEE,12093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11470,15954,20210622,TOTAL
2020,FLORIDA,FL,ORANGE,12095,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,395014,647403,20210622,TOTAL
2020,FLORIDA,FL,ORANGE,12095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,245398,647403,20210622,TOTAL
2020,FLORIDA,FL,OSCEOLA,12097,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,97297,172436,20210622,TOTAL
2020,FLORIDA,FL,OSCEOLA,12097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,73480,172436,20210622,TOTAL
2020,FLORIDA,FL,PALM BEACH,12099,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,433572,773158,20210622,TOTAL
2020,FLORIDA,FL,PALM BEACH,12099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,334711,773158,20210622,TOTAL
2020,FLORIDA,FL,PASCO,12101,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,119073,301970,20210622,TOTAL
2020,FLORIDA,FL,PASCO,12101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,179621,301970,20210622,TOTAL
2020,FLORIDA,FL,PINELLAS,12103,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,277450,559715,20210622,TOTAL
2020,FLORIDA,FL,PINELLAS,12103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,276209,559715,20210622,TOTAL
2020,FLORIDA,FL,POLK,12105,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,145049,343256,20210622,TOTAL
2020,FLORIDA,FL,POLK,12105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,194586,343256,20210622,TOTAL
2020,FLORIDA,FL,PUTNAM,12107,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10527,36373,20210622,TOTAL
2020,FLORIDA,FL,PUTNAM,12107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,25514,36373,20210622,TOTAL
2020,FLORIDA,FL,ST. JOHNS,12109,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,63850,176622,20210622,TOTAL
2020,FLORIDA,FL,ST. JOHNS,12109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,110946,176622,20210622,TOTAL
2020,FLORIDA,FL,ST. LUCIE,12111,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,84137,172169,20210622,TOTAL
2020,FLORIDA,FL,ST. LUCIE,12111,PRESIDENT,DONALD J TRUMP,REPUBLICAN,86831,172169,20210622,TOTAL
2020,FLORIDA,FL,SANTA ROSA,12113,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,27612,106928,20210622,TOTAL
2020,FLORIDA,FL,SANTA ROSA,12113,PRESIDENT,DONALD J TRUMP,REPUBLICAN,77385,106928,20210622,TOTAL
2020,FLORIDA,FL,SARASOTA,12115,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120110,270575,20210622,TOTAL
2020,FLORIDA,FL,SARASOTA,12115,PRESIDENT,DONALD J TRUMP,REPUBLICAN,148370,270575,20210622,TOTAL
2020,FLORIDA,FL,SEMINOLE,12117,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,132528,260815,20210622,TOTAL
2020,FLORIDA,FL,SEMINOLE,12117,PRESIDENT,DONALD J TRUMP,REPUBLICAN,125241,260815,20210622,TOTAL
2020,FLORIDA,FL,SUMTER,12119,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,29341,92485,20210622,TOTAL
2020,FLORIDA,FL,SUMTER,12119,PRESIDENT,DONALD J TRUMP,REPUBLICAN,62761,92485,20210622,TOTAL
2020,FLORIDA,FL,SUWANNEE,12121,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4485,21057,20210622,TOTAL
2020,FLORIDA,FL,SUWANNEE,12121,PRESIDENT,DONALD J TRUMP,REPUBLICAN,16410,21057,20210622,TOTAL
2020,FLORIDA,FL,TAYLOR,12123,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2299,10127,20210622,TOTAL
2020,FLORIDA,FL,TAYLOR,12123,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7751,10127,20210622,TOTAL
2020,FLORIDA,FL,UNION,12125,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1053,6245,20210622,TOTAL
2020,FLORIDA,FL,UNION,12125,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5133,6245,20210622,TOTAL
2020,FLORIDA,FL,VOLUSIA,12127,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,130575,307439,20210622,TOTAL
2020,FLORIDA,FL,VOLUSIA,12127,PRESIDENT,DONALD J TRUMP,REPUBLICAN,173821,307439,20210622,TOTAL
2020,FLORIDA,FL,WAKULLA,12129,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5351,18404,20210622,TOTAL
2020,FLORIDA,FL,WAKULLA,12129,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12874,18404,20210622,TOTAL
2020,FLORIDA,FL,WALTON,12131,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10338,43711,20210622,TOTAL
2020,FLORIDA,FL,WALTON,12131,PRESIDENT,DONALD J TRUMP,REPUBLICAN,32947,43711,20210622,TOTAL
2020,FLORIDA,FL,WASHINGTON,12133,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2347,12327,20210622,TOTAL
2020,FLORIDA,FL,WASHINGTON,12133,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9876,12327,20210622,TOTAL
2020,HAWAII,HI,HAWAII,15001,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,58731,87814,20210622,TOTAL
2020,HAWAII,HI,HAWAII,15001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,26897,87814,20210622,TOTAL
2020,HAWAII,HI,HONOLULU,15003,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,238866,382102,20210622,TOTAL
2020,HAWAII,HI,HONOLULU,15003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,136250,382102,20210622,TOTAL
2020,HAWAII,HI,KAUAI,15007,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,21225,33497,20210622,TOTAL
2020,HAWAII,HI,KAUAI,15007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11582,33497,20210622,TOTAL
2020,HAWAII,HI,MAUI,15009,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47305,71044,20210622,TOTAL
2020,HAWAII,HI,MAUI,15009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,22126,71044,20210622,TOTAL
2020,IDAHO,ID,ADA,16001,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,120539,259389,20210622,TOTAL
2020,IDAHO,ID,ADA,16001,PRESIDENT,DONALD J TRUMP,REPUBLICAN,130699,259389,20210622,TOTAL
2020,IDAHO,ID,ADAMS,16003,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,591,2586,20210622,TOTAL
2020,IDAHO,ID,ADAMS,16003,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1941,2586,20210622,TOTAL
2020,IDAHO,ID,BANNOCK,16005,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14682,39553,20210622,TOTAL
2020,IDAHO,ID,BANNOCK,16005,PRESIDENT,DONALD J TRUMP,REPUBLICAN,23331,39553,20210622,TOTAL
2020,IDAHO,ID,BEAR LAKE,16007,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,350,3315,20210622,TOTAL
2020,IDAHO,ID,BEAR LAKE,16007,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2914,3315,20210622,TOTAL
2020,IDAHO,ID,BENEWAH,16009,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,977,4973,20210622,TOTAL
2020,IDAHO,ID,BENEWAH,16009,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3878,4973,20210622,TOTAL
2020,IDAHO,ID,BINGHAM,16011,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4124,19996,20210622,TOTAL
2020,IDAHO,ID,BINGHAM,16011,PRESIDENT,DONALD J TRUMP,REPUBLICAN,15295,19996,20210622,TOTAL
2020,IDAHO,ID,BLAINE,16013,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8919,13289,20210622,TOTAL
2020,IDAHO,ID,BLAINE,16013,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4032,13289,20210622,TOTAL
2020,IDAHO,ID,BOISE,16015,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1204,4820,20210622,TOTAL
2020,IDAHO,ID,BOISE,16015,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3485,4820,20210622,TOTAL
2020,IDAHO,ID,BONNER,16017,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8310,27335,20210622,TOTAL
2020,IDAHO,ID,BONNER,16017,PRESIDENT,DONALD J TRUMP,REPUBLICAN,18369,27335,20210622,TOTAL
2020,IDAHO,ID,BONNEVILLE,16019,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14254,53995,20210622,TOTAL
2020,IDAHO,ID,BONNEVILLE,16019,PRESIDENT,DONALD J TRUMP,REPUBLICAN,37805,53995,20210622,TOTAL
2020,IDAHO,ID,BOUNDARY,16021,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1220,6313,20210622,TOTAL
2020,IDAHO,ID,BOUNDARY,16021,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4937,6313,20210622,TOTAL
2020,IDAHO,ID,BUTTE,16023,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,188,1415,20210622,TOTAL
2020,IDAHO,ID,BUTTE,16023,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1202,1415,20210622,TOTAL
2020,IDAHO,ID,CAMAS,16025,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,149,754,20210622,TOTAL
2020,IDAHO,ID,CAMAS,16025,PRESIDENT,DONALD J TRUMP,REPUBLICAN,507,754,20210622,TOTAL
2020,IDAHO,ID,CANYON,16027,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,25881,90410,20210622,TOTAL
2020,IDAHO,ID,CANYON,16027,PRESIDENT,DONALD J TRUMP,REPUBLICAN,61759,90410,20210622,TOTAL
2020,IDAHO,ID,CARIBOU,16029,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,431,3416,20210622,TOTAL
2020,IDAHO,ID,CARIBOU,16029,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2906,3416,20210622,TOTAL
2020,IDAHO,ID,CASSIA,16031,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1464,9629,20210622,TOTAL
2020,IDAHO,ID,CASSIA,16031,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7907,9629,20210622,TOTAL
2020,IDAHO,ID,CLARK,16033,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,41,311,20210622,TOTAL
2020,IDAHO,ID,CLARK,16033,PRESIDENT,DONALD J TRUMP,REPUBLICAN,264,311,20210622,TOTAL
2020,IDAHO,ID,CLEARWATER,16035,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,877,4419,20210622,TOTAL
2020,IDAHO,ID,CLEARWATER,16035,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3453,4419,20210622,TOTAL
2020,IDAHO,ID,CUSTER,16037,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,603,2739,20210622,TOTAL
2020,IDAHO,ID,CUSTER,16037,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2089,2739,20210622,TOTAL
2020,IDAHO,ID,ELMORE,16039,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2601,10205,20210622,TOTAL
2020,IDAHO,ID,ELMORE,16039,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7246,10205,20210622,TOTAL
2020,IDAHO,ID,FRANKLIN,16041,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,657,6664,20210622,TOTAL
2020,IDAHO,ID,FRANKLIN,16041,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5845,6664,20210622,TOTAL
2020,IDAHO,ID,FREMONT,16043,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,998,6719,20210622,TOTAL
2020,IDAHO,ID,FREMONT,16043,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5548,6719,20210622,TOTAL
2020,IDAHO,ID,GEM,16045,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1803,9958,20210622,TOTAL
2020,IDAHO,ID,GEM,16045,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7951,9958,20210622,TOTAL
2020,IDAHO,ID,GOODING,16047,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1256,6050,20210622,TOTAL
2020,IDAHO,ID,GOODING,16047,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4659,6050,20210622,TOTAL
2020,IDAHO,ID,IDAHO,16049,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1561,9602,20210622,TOTAL
2020,IDAHO,ID,IDAHO,16049,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7826,9602,20210622,TOTAL
2020,IDAHO,ID,JEFFERSON,16051,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1661,14173,20210622,TOTAL
2020,IDAHO,ID,JEFFERSON,16051,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12099,14173,20210622,TOTAL
2020,IDAHO,ID,JEROME,16053,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1893,7812,20210622,TOTAL
2020,IDAHO,ID,JEROME,16053,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5734,7812,20210622,TOTAL
2020,IDAHO,ID,KOOTENAI,16055,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,24312,89467,20210622,TOTAL
2020,IDAHO,ID,KOOTENAI,16055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,62837,89467,20210622,TOTAL
2020,IDAHO,ID,LATAH,16057,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10236,20570,20210622,TOTAL
2020,IDAHO,ID,LATAH,16057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,9472,20570,20210622,TOTAL
2020,IDAHO,ID,LEMHI,16059,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1032,4738,20210622,TOTAL
2020,IDAHO,ID,LEMHI,16059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3592,4738,20210622,TOTAL
2020,IDAHO,ID,LEWIS,16061,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,349,1870,20210622,TOTAL
2020,IDAHO,ID,LEWIS,16061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1489,1870,20210622,TOTAL
2020,IDAHO,ID,LINCOLN,16063,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,414,1940,20210622,TOTAL
2020,IDAHO,ID,LINCOLN,16063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,1469,1940,20210622,TOTAL
2020,IDAHO,ID,MADISON,16065,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2666,17112,20210622,TOTAL
2020,IDAHO,ID,MADISON,16065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13559,17112,20210622,TOTAL
2020,IDAHO,ID,MINIDOKA,16067,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1550,7993,20210622,TOTAL
2020,IDAHO,ID,MINIDOKA,16067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6265,7993,20210622,TOTAL
2020,IDAHO,ID,NEZ PERCE,16069,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6686,20967,20210622,TOTAL
2020,IDAHO,ID,NEZ PERCE,16069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,13738,20967,20210622,TOTAL
2020,IDAHO,ID,ONEIDA,16071,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,249,2451,20210622,TOTAL
2020,IDAHO,ID,ONEIDA,16071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2148,2451,20210622,TOTAL
2020,IDAHO,ID,OWYHEE,16073,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,816,4742,20210622,TOTAL
2020,IDAHO,ID,OWYHEE,16073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3819,4742,20210622,TOTAL
2020,IDAHO,ID,PAYETTE,16075,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2161,11293,20210622,TOTAL
2020,IDAHO,ID,PAYETTE,16075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8862,11293,20210622,TOTAL
2020,IDAHO,ID,POWER,16077,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,865,3074,20210622,TOTAL
2020,IDAHO,ID,POWER,16077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2116,3074,20210622,TOTAL
2020,IDAHO,ID,SHOSHONE,16079,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1693,6049,20210622,TOTAL
2020,IDAHO,ID,SHOSHONE,16079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4216,6049,20210622,TOTAL
2020,IDAHO,ID,TETON,16081,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3318,6347,20210622,TOTAL
2020,IDAHO,ID,TETON,16081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2858,6347,20210622,TOTAL
2020,IDAHO,ID,TWIN FALLS,16083,PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9391,36501,20210622,TOTAL
