STNAME,CTYNAME,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,AA_MALE,AA_FEMALE,H_MALE,H_FEMALE
Virginia,Alleghany ,315,331,11,13,0,1,12,1
Virginia,Alleghany ,317,332,15,13,2,3,11,5
Virginia,Alleghany ,345,355,21,8,2,2,6,7
Virginia,Alleghany ,426,477,25,15,1,2,4,12
Virginia,Alleghany ,515,495,32,12,4,2,11,3
Virginia,Alleghany ,536,566,15,29,0,0,3,3
Virginia,Alleghany ,503,572,29,29,0,0,2,6
Virginia,Alleghany ,480,498,40,21,1,0,3,6
Virginia,Alleghany ,452,516,18,24,0,3,6,0
Virginia,Alleghany ,351,400,16,19,1,3,7,2
Virginia,Alleghany ,184,254,12,11,2,2,0,3
Virginia,Alleghany ,120,291,7,14,0,0,1,5
Virginia,Amelia ,5026,5024,1252,1436,29,51,227,191
Virginia,Amelia ,314,259,61,55,2,2,20,24
Virginia,Amelia ,309,271,48,61,1,1,30,13
Virginia,Amelia ,314,325,63,65,1,2,24,18
Virginia,Amelia ,295,242,82,73,3,11,19,19
Virginia,Amelia ,257,218,70,77,4,1,5,7
Virginia,Amelia ,260,300,91,82,1,6,10,10
Virginia,Amelia ,286,326,69,56,2,3,16,16
Virginia,Amelia ,287,267,68,71,2,7,13,18
Virginia,Amelia ,289,278,44,67,2,6,26,15
Virginia,Amelia ,302,323,59,73,1,2,10,14
Virginia,Amelia ,362,360,96,93,3,1,22,15
Virginia,Amelia ,448,440,99,110,1,4,11,4
Virginia,Amelia ,426,406,114,131,4,3,7,5
Virginia,Amelia ,271,288,93,129,1,0,2,4
Virginia,Amelia ,257,247,97,100,0,1,5,5
Virginia,Amelia ,186,212,45,74,1,0,4,2
Virginia,Amelia ,89,122,33,52,0,0,2,1
Virginia,Amelia ,74,140,20,67,0,1,1,1
Virginia,Amherst ,11746,12553,3017,3024,80,100,403,364
Virginia,Amherst ,623,577,149,143,8,4,28,19
Virginia,Amherst ,662,594,157,135,8,5,56,33
Virginia,Amherst ,661,682,156,133,9,3,31,27
Virginia,Amherst ,621,619,233,196,9,6,34,40
Virginia,Amherst ,600,633,281,208,1,5,43,40
Virginia,Amherst ,691,689,191,155,1,6,32,38
Virginia,Amherst ,651,693,178,177,13,9,14,25
Virginia,Amherst ,656,670,149,150,2,8,23,26
Virginia,Amherst ,643,678,149,146,3,5,25,21
Virginia,Amherst ,812,821,183,205,5,12,33,29
Virginia,Amherst ,857,904,213,225,4,6,22,21
Virginia,Amherst ,889,1039,261,258,7,2,16,8
Virginia,Amherst ,907,923,213,231,1,10,17,10
Virginia,Amherst ,784,905,160,188,4,8,6,4
Virginia,Amherst ,697,740,145,165,0,1,4,4
Virginia,Amherst ,498,554,94,157,3,9,5,4
Virginia,Amherst ,293,371,56,71,1,1,11,7
Virginia,Amherst ,201,461,49,81,1,0,3,8
Virginia,Appomattox ,6107,6414,1389,1562,23,38,161,139
Virginia,Appomattox ,330,346,92,90,1,0,5,15
Virginia,Appomattox ,341,320,111,90,0,1,9,10
Virginia,Appomattox ,356,356,91,89,2,0,12,8
Virginia,Appomattox ,344,335,85,100,3,2,12,11
Virginia,Appomattox ,338,292,77,111,1,3,27,6
Virginia,Appomattox ,354,371,97,104,2,3,17,6
Virginia,Appomattox ,355,388,82,93,1,7,17,9
Virginia,Appomattox ,398,401,76,79,1,2,8,13
Virginia,Appomattox ,352,334,56,69,2,3,5,8
Virginia,Appomattox ,431,409,86,100,3,7,21,8
Virginia,Appomattox ,356,392,94,114,3,3,10,6
Virginia,Appomattox ,458,461,79,120,1,4,4,19
Virginia,Appomattox ,428,501,113,103,2,0,1,4
Virginia,Appomattox ,360,427,84,98,1,0,5,7
Virginia,Appomattox ,389,394,62,81,0,2,4,5
Virginia,Appomattox ,271,316,55,58,0,1,0,2
Virginia,Appomattox ,151,183,22,30,0,0,2,1
Virginia,Appomattox ,95,188,27,33,0,0,2,1
Virginia,Arlington ,90466,87173,11263,11659,11767,14178,18985,17966
Virginia,Arlington ,5125,4836,634,646,680,646,1475,1437
Virginia,Arlington ,4569,4255,635,590,589,530,1350,1210
Virginia,Arlington ,4111,3953,549,571,488,474,1207,1155
Virginia,Arlington ,3453,3219,592,587,310,513,1177,970
Virginia,Arlington ,6041,5901,696,655,857,1171,1443,1232
Virginia,Arlington ,11475,11087,1239,1207,1720,1898,1787,1772
Virginia,Arlington ,9914,9401,1157,1165,1710,1785,1915,1649
Virginia,Arlington ,8142,7653,1091,1075,1283,1581,1665,1532
Virginia,Arlington ,6661,6262,854,935,970,1200,1605,1461
Virginia,Arlington ,6071,5688,886,823,830,1043,1303,1219
Virginia,Arlington ,5629,4974,767,679,559,711,1036,1032
Virginia,Arlington ,5288,4534,716,735,425,567,1055,893
Virginia,Arlington ,4208,4212,561,590,401,515,859,780
Virginia,Arlington ,3397,3756,356,456,352,479,470,590
Virginia,Arlington ,2795,2859,221,347,210,362,277,394
Virginia,Arlington ,1636,1898,151,219,167,332,140,270
Virginia,Arlington ,935,1148,79,157,105,174,81,206
Virginia,Arlington ,1016,1537,79,222,111,197,140,164
Virginia,Augusta ,34986,35116,2400,1118,220,270,1285,1089
Virginia,Augusta ,1475,1436,54,62,9,8,83,75
Virginia,Augusta ,1752,1749,69,76,10,12,91,101
Virginia,Augusta ,2008,1871,65,70,18,22,156,109
Virginia,Augusta ,2035,1839,129,88,19,17,138,113
Virginia,Augusta ,1891,1660,235,78,12,8,118,76
Virginia,Augusta ,2141,1893,296,76,13,19,121,72
Virginia,Augusta ,1951,1879,284,69,21,30,93,91
Virginia,Augusta ,2103,1958,232,62,16,38,108,84
Virginia,Augusta ,1998,1922,215,53,19,14,88,92
Virginia,Augusta ,2289,2293,203,52,21,20,85,72
Virginia,Augusta ,2461,2560,169,79,12,13,64,70
Virginia,Augusta ,2790,2818,158,91,11,23,45,47
Virginia,Augusta ,2584,2780,98,74,12,11,41,21
Virginia,Augusta ,2371,2445,71,54,7,16,24,14
Virginia,Augusta ,2026,2218,57,44,8,11,11,23
Virginia,Augusta ,1504,1589,32,42,8,6,8,16
Virginia,Augusta ,851,1125,20,15,1,2,5,4
Virginia,Augusta ,756,1081,13,33,3,0,6,9
Virginia,Bath ,1955,1898,112,89,6,14,39,52
Virginia,Bath ,82,66,2,6,1,0,0,2
Virginia,Bath ,74,89,5,3,0,0,2,2
Virginia,Bath ,69,81,1,3,0,0,2,4
Virginia,Bath ,93,72,2,5,1,0,3,1
Virginia,Bath ,90,90,6,3,1,1,3,6
Virginia,Bath ,105,96,6,3,0,0,0,2
Virginia,Bath ,108,98,1,5,0,3,7,2
Virginia,Bath ,95,80,8,4,1,0,3,6
Virginia,Bath ,75,97,18,5,0,1,3,2
Virginia,Bath ,123,130,4,6,0,1,0,5
Virginia,Bath ,161,140,17,1,0,1,5,1
Virginia,Bath ,164,165,10,5,0,1,3,8
Virginia,Bath ,159,159,11,9,0,0,2,7
Virginia,Bath ,148,146,5,7,0,4,2,1
Virginia,Bath ,161,163,4,13,0,1,0,1
Virginia,Bath ,120,102,5,5,1,1,2,0
Virginia,Bath ,68,57,2,2,1,0,1,0
Virginia,Bath ,60,67,5,4,0,0,1,2
Virginia,Bedford ,34822,35928,2825,2872,430,545,944,926
Virginia,Bedford ,1585,1574,137,137,14,18,58,66
Virginia,Bedford ,1926,1781,167,172,31,22,94,84
Virginia,Bedford ,2035,1920,177,181,43,43,90,102
Virginia,Bedford ,2063,1956,162,165,45,50,96,83
Virginia,Bedford ,1850,1793,167,163,28,27,66,67
Virginia,Bedford ,1818,1784,200,193,37,17,60,55
Virginia,Bedford ,1718,1757,205,155,21,31,77,62
Virginia,Bedford ,1758,1813,161,148,21,44,68,67
Virginia,Bedford ,1828,1913,170,149,34,48,51,76
Virginia,Bedford ,2304,2401,166,177,50,88,63,59
Virginia,Bedford ,2545,2671,189,193,33,33,66,48
Virginia,Bedford ,2934,3049,230,262,25,37,56,49
Virginia,Bedford ,2914,3033,261,231,19,21,36,29
Virginia,Bedford ,2503,2629,167,170,9,15,22,24
Virginia,Bedford ,2117,2253,112,138,9,14,20,16
Virginia,Bedford ,1448,1711,76,82,4,17,10,16
Virginia,Bedford ,850,979,40,56,4,15,7,7
Virginia,Bedford ,626,911,38,100,3,5,4,16
Virginia,Bland ,3180,2739,204,46,19,17,40,22
Virginia,Bland ,119,107,0,7,0,2,2,0
Virginia,Bland ,123,106,1,2,0,0,0,4
Virginia,Bland ,141,131,2,5,1,1,1,2
Virginia,Bland ,138,127,3,1,2,0,2,4
Virginia,Bland ,159,109,11,3,3,0,1,1
Virginia,Bland ,229,168,22,2,0,0,6,2
Virginia,Bland ,212,107,31,3,0,0,6,1
Virginia,Bland ,207,140,34,0,0,0,4,2
Virginia,Bland ,236,139,29,1,1,0,5,0
Virginia,Bland ,268,206,22,1,3,0,4,2
Virginia,Bland ,253,188,20,4,1,3,4,2
Virginia,Bland ,213,230,5,0,1,5,4,0
Virginia,Bland ,207,233,3,1,0,1,1,1
Virginia,Bland ,199,227,11,2,3,0,0,1
Virginia,Bland ,199,187,4,4,0,5,0,0
Virginia,Bland ,156,151,2,3,4,0,0,0
Virginia,Bland ,70,99,1,1,0,0,0,0
Virginia,Bland ,51,84,3,6,0,0,0,0
Virginia,Botetourt ,15586,15870,596,497,93,169,302,284
Virginia,Botetourt ,667,626,24,20,5,4,14,7
Virginia,Botetourt ,798,739,20,19,3,26,24,31
Virginia,Botetourt ,896,888,32,29,6,15,39,35
Virginia,Botetourt ,933,851,42,21,6,10,21,21
Virginia,Botetourt ,783,743,35,20,9,5,18,29
Virginia,Botetourt ,751,662,34,31,9,6,18,20
Virginia,Botetourt ,795,805,36,26,6,10,28,22
Virginia,Botetourt ,860,828,24,17,4,16,43,22
Virginia,Botetourt ,778,828,34,21,4,9,17,13
Virginia,Botetourt ,1107,1073,41,29,8,12,29,14
Virginia,Botetourt ,1180,1255,35,41,13,6,12,16
Virginia,Botetourt ,1327,1367,57,42,5,13,11,18
Virginia,Botetourt ,1275,1233,54,54,6,10,7,7
Virginia,Botetourt ,1171,1218,48,45,3,8,8,7
Virginia,Botetourt ,973,1061,45,37,0,7,5,12
Virginia,Botetourt ,656,750,12,23,2,9,2,9
Virginia,Botetourt ,371,480,14,8,3,0,3,1
Virginia,Botetourt ,265,463,9,14,1,3,3,0
Virginia,Brunswick ,3520,3361,4934,3956,95,56,236,162
Virginia,Brunswick ,128,151,197,190,2,1,14,15
Virginia,Brunswick ,135,137,195,187,4,2,26,20
Virginia,Brunswick ,147,132,216,205,8,2,10,17
Virginia,Brunswick ,145,151,262,207,24,6,12,16
Virginia,Brunswick ,172,141,474,232,45,11,20,6
Virginia,Brunswick ,204,159,622,208,1,2,10,10
Virginia,Brunswick ,222,148,480,192,2,3,28,5
Virginia,Brunswick ,218,167,361,224,0,4,39,10
Virginia,Brunswick ,230,168,317,210,2,5,18,19
Virginia,Brunswick ,218,199,303,239,2,1,9,7
Virginia,Brunswick ,242,217,273,276,1,6,13,8
Virginia,Brunswick ,304,276,286,317,0,1,12,4
Virginia,Brunswick ,294,335,271,308,0,4,13,4
Virginia,Brunswick ,273,279,244,312,0,5,2,6
Virginia,Brunswick ,243,258,174,227,0,1,6,7
Virginia,Brunswick ,160,179,121,187,3,1,2,3
Virginia,Brunswick ,115,139,79,105,1,1,1,1
Virginia,Brunswick ,70,125,59,130,0,0,1,4
Virginia,Buchanan ,9920,10093,578,132,39,54,85,102
Virginia,Buchanan ,435,394,13,8,3,2,9,8
Virginia,Buchanan ,474,470,15,10,0,2,10,10
Virginia,Buchanan ,532,495,35,27,1,0,12,17
Virginia,Buchanan ,465,462,37,49,1,0,7,25
Virginia,Buchanan ,475,466,56,7,0,2,6,5
Virginia,Buchanan ,600,479,100,7,2,2,5,1
Virginia,Buchanan ,557,473,96,8,0,2,3,9
Virginia,Buchanan ,547,535,61,5,4,2,3,2
Virginia,Buchanan ,604,561,54,5,3,7,3,10
Virginia,Buchanan ,690,703,53,0,7,3,8,3
Virginia,Buchanan ,736,752,23,1,5,0,7,2
Virginia,Buchanan ,807,830,16,0,2,0,3,1
Virginia,Buchanan ,851,859,12,0,4,2,1,2
Virginia,Buchanan ,683,770,4,2,4,2,4,4
Virginia,Buchanan ,588,731,2,1,2,3,2,0
Virginia,Buchanan ,452,490,1,0,1,6,1,1
Virginia,Buchanan ,262,371,0,0,0,18,0,1
Virginia,Buchanan ,162,252,0,2,0,1,1,1
Virginia,Buckingham ,5788,5062,3376,2407,39,35,245,170
Virginia,Buckingham ,221,210,117,85,6,0,15,6
Virginia,Buckingham ,293,266,123,120,2,2,22,17
Virginia,Buckingham ,311,281,130,147,1,1,26,22
Virginia,Buckingham ,279,227,141,112,0,5,19,15
Virginia,Buckingham ,313,228,227,115,1,3,20,6
Virginia,Buckingham ,375,267,381,149,2,3,20,13
Virginia,Buckingham ,438,298,302,131,2,4,28,10
Virginia,Buckingham ,391,305,251,116,4,2,22,27
Virginia,Buckingham ,415,281,289,106,5,2,23,11
Virginia,Buckingham ,407,293,268,154,2,1,19,7
Virginia,Buckingham ,391,329,292,194,4,4,9,7
Virginia,Buckingham ,431,400,216,180,3,1,3,6
Virginia,Buckingham ,434,431,185,171,2,1,3,4
Virginia,Buckingham ,348,386,167,200,1,2,6,6
Virginia,Buckingham ,330,329,108,161,2,2,6,6
Virginia,Buckingham ,202,197,86,111,1,0,2,3
Virginia,Buckingham ,118,184,58,66,0,0,1,3
Virginia,Buckingham ,91,150,35,89,1,2,1,1
Virginia,Campbell ,21704,23031,4022,4101,249,343,829,737
Virginia,Campbell ,1030,1041,192,212,9,17,68,63
Virginia,Campbell ,1173,1163,216,183,18,16,80,79
Virginia,Campbell ,1239,1183,201,231,9,17,76,65
Virginia,Campbell ,1205,1155,222,200,16,20,46,55
Virginia,Campbell ,1246,1276,288,236,15,34,72,63
Virginia,Campbell ,1537,1546,342,266,25,23,90,95
Virginia,Campbell ,1428,1397,327,263,18,15,89,57
Virginia,Campbell ,1226,1245,279,215,26,39,78,56
Virginia,Campbell ,1262,1252,225,235,17,20,74,34
Virginia,Campbell ,1387,1436,274,269,21,31,40,45
Virginia,Campbell ,1470,1547,265,282,12,24,43,37
Virginia,Campbell ,1639,1795,286,320,19,33,22,19
Virginia,Campbell ,1624,1718,295,331,12,23,25,23
Virginia,Campbell ,1306,1474,217,292,6,10,7,17
Virginia,Campbell ,1156,1415,167,208,10,10,8,10
Virginia,Campbell ,803,997,101,132,6,8,2,8
Virginia,Campbell ,522,687,70,120,7,2,6,2
Virginia,Campbell ,451,704,55,106,3,1,3,9
Virginia,Caroline ,10200,10439,4200,4149,160,187,827,784
Virginia,Caroline ,637,645,228,199,23,26,86,77
Virginia,Caroline ,697,702,230,222,32,18,64,65
Virginia,Caroline ,631,605,258,215,6,4,81,75
Virginia,Caroline ,544,500,230,225,11,3,65,76
Virginia,Caroline ,475,509,238,203,13,5,54,57
Virginia,Caroline ,677,718,283,270,9,12,50,63
Virginia,Caroline ,809,739,294,244,10,15,97,54
Virginia,Caroline ,718,676,308,209,8,8,63,61
Virginia,Caroline ,641,682,273,224,5,11,63,82
Virginia,Caroline ,674,658,278,259,7,9,68,57
Virginia,Caroline ,665,664,309,302,2,13,44,30
Virginia,Caroline ,753,780,331,293,3,12,33,23
Virginia,Caroline ,677,730,263,351,7,15,27,25
Virginia,Caroline ,562,568,239,265,7,18,9,10
Virginia,Caroline ,467,511,192,224,14,9,12,8
Virginia,Caroline ,298,338,134,190,1,3,4,11
Virginia,Caroline ,145,207,61,122,1,2,5,6
Virginia,Caroline ,130,207,51,132,1,4,2,4
Virginia,Carroll ,14349,14615,140,123,25,43,657,490
Virginia,Carroll ,594,531,11,10,0,0,69,39
Virginia,Carroll ,679,682,16,9,1,8,68,51
Virginia,Carroll ,806,741,12,10,5,4,61,43
Virginia,Carroll ,752,749,3,12,1,4,50,50
Virginia,Carroll ,728,629,7,5,3,1,68,47
Virginia,Carroll ,729,748,6,10,2,3,27,35
Virginia,Carroll ,740,657,17,8,3,1,94,68
Virginia,Carroll ,728,716,10,6,2,2,36,30
Virginia,Carroll ,819,773,6,5,0,1,39,31
Virginia,Carroll ,971,1008,7,4,1,2,27,22
Virginia,Carroll ,1084,1020,11,6,1,3,42,17
Virginia,Carroll ,1169,1179,5,6,1,2,43,17
Virginia,Carroll ,1106,1168,5,9,3,3,10,9
Virginia,Carroll ,1122,1180,11,6,1,3,9,10
Virginia,Carroll ,928,1042,6,6,1,3,2,3
Virginia,Carroll ,709,763,0,1,0,1,4,5
Virginia,Carroll ,376,489,3,3,0,0,2,1
Virginia,Carroll ,309,540,4,7,0,2,6,12
Virginia,Charles City ,1577,1539,1452,1641,15,29,64,62
Virginia,Charles City ,69,57,43,64,0,0,0,3
Virginia,Charles City ,81,49,49,63,0,0,6,4
Virginia,Charles City ,63,62,45,74,1,1,3,7
Virginia,Charles City ,70,53,88,61,0,4,1,2
Virginia,Charles City ,71,64,78,75,1,3,5,5
Virginia,Charles City ,94,98,85,78,0,1,12,6
Virginia,Charles City ,95,80,73,72,2,1,4,6
Virginia,Charles City ,70,79,83,81,0,0,6,7
Virginia,Charles City ,74,86,55,53,0,2,5,0
Virginia,Charles City ,99,78,73,94,3,4,6,3
Virginia,Charles City ,111,128,131,126,1,6,3,5
Virginia,Charles City ,165,179,152,147,1,3,4,5
Virginia,Charles City ,165,145,118,156,1,2,3,2
Virginia,Charles City ,115,150,133,143,0,1,2,4
Virginia,Charles City ,118,91,121,127,5,1,3,2
Virginia,Charles City ,57,62,65,85,0,0,1,0
Virginia,Charles City ,35,30,26,71,0,0,0,0
Virginia,Charles City ,25,48,34,71,0,0,0,1
Virginia,Charlotte ,4170,4132,1566,1715,11,23,185,90
Virginia,Charlotte ,259,211,88,77,0,0,51,6
Virginia,Charlotte ,243,219,98,73,0,1,9,7
Virginia,Charlotte ,257,231,90,87,0,2,19,8
Virginia,Charlotte ,233,218,110,111,0,3,11,10
Virginia,Charlotte ,245,181,82,110,1,3,9,6
Virginia,Charlotte ,218,196,109,98,0,0,6,5
Virginia,Charlotte ,211,212,82,69,1,0,18,3
Virginia,Charlotte ,197,218,75,61,0,0,11,11
Virginia,Charlotte ,215,214,74,91,3,1,12,5
Virginia,Charlotte ,244,261,76,100,0,1,4,8
Virginia,Charlotte ,267,286,99,128,1,4,6,4
Virginia,Charlotte ,354,326,133,125,4,2,14,4
Virginia,Charlotte ,332,362,133,141,0,0,6,6
Virginia,Charlotte ,266,246,111,145,0,2,3,3
Virginia,Charlotte ,248,272,79,99,1,1,3,0
Virginia,Charlotte ,188,200,69,70,0,3,0,2
Virginia,Charlotte ,112,130,35,56,0,0,1,1
Virginia,Charlotte ,81,149,23,74,0,0,2,1
Virginia,Chesterfield ,117490,123067,39968,46593,6210,6749,17092,16290
Virginia,Chesterfield ,7170,6687,2642,2484,310,226,1736,1564
Virginia,Chesterfield ,7994,7321,2746,2669,398,314,1700,1587
Virginia,Chesterfield ,7738,7644,3094,2979,440,373,1653,1617
Virginia,Chesterfield ,7543,6939,3883,3982,371,390,1477,1389
Virginia,Chesterfield ,6124,6047,3188,3657,364,368,1243,1201
Virginia,Chesterfield ,6385,6738,2924,3193,393,386,1191,1307
Virginia,Chesterfield ,7313,7475,2633,3108,424,467,1436,1240
Virginia,Chesterfield ,8015,8282,2648,3348,471,567,1527,1341
Virginia,Chesterfield ,7762,7982,2531,3399,455,612,1341,1322
Virginia,Chesterfield ,8138,8399,2698,3323,470,590,1144,1034
Virginia,Chesterfield ,7908,8280,2716,3239,436,526,856,821
Virginia,Chesterfield ,8322,8877,2526,3201,451,496,683,642
Virginia,Chesterfield ,7632,8683,2128,2826,379,448,444,479
Virginia,Chesterfield ,6660,7470,1683,2215,292,440,295,287
Virginia,Chesterfield ,5705,6633,1035,1393,240,270,186,195
Virginia,Chesterfield ,3622,4297,503,761,153,131,84,121
Virginia,Chesterfield ,1890,2629,238,396,121,84,42,93
Virginia,Chesterfield ,1569,2684,152,420,42,61,54,50
Virginia,Clarke ,6571,6680,323,358,94,116,509,423
Virginia,Clarke ,283,265,18,17,2,5,47,45
Virginia,Clarke ,318,315,14,16,2,4,43,50
Virginia,Clarke ,393,397,15,17,8,6,30,43
Virginia,Clarke ,416,398,22,14,5,6,49,45
Virginia,Clarke ,345,325,17,18,9,4,35,27
Virginia,Clarke ,316,284,17,15,5,6,31,25
Virginia,Clarke ,307,294,12,16,7,5,32,23
Virginia,Clarke ,347,363,21,16,5,11,50,23
Virginia,Clarke ,350,374,18,12,8,12,39,42
Virginia,Clarke ,399,421,22,18,9,8,45,37
Virginia,Clarke ,548,573,28,25,9,15,27,22
Virginia,Clarke ,621,583,21,22,5,10,17,14
Virginia,Clarke ,565,547,25,36,5,8,9,8
Virginia,Clarke ,481,472,25,20,3,7,11,6
Virginia,Clarke ,380,412,24,27,6,6,18,6
Virginia,Clarke ,228,281,11,21,2,2,19,3
Virginia,Clarke ,162,188,9,20,3,0,2,0
Virginia,Clarke ,112,188,4,28,1,1,5,4
Virginia,Craig ,2503,2529,16,7,2,6,44,37
Virginia,Craig ,104,104,0,0,0,0,0,2
Virginia,Craig ,102,104,5,1,0,0,4,5
Virginia,Craig ,155,119,1,1,1,0,7,6
Virginia,Craig ,142,134,1,2,0,1,6,1
Virginia,Craig ,123,132,2,0,0,0,3,4
Virginia,Craig ,144,122,3,0,0,0,4,1
Virginia,Craig ,128,111,0,0,0,0,3,1
Virginia,Craig ,107,118,0,0,1,1,3,8
Virginia,Craig ,128,140,0,0,0,0,5,1
Virginia,Craig ,174,176,1,1,0,0,2,5
Virginia,Craig ,199,171,1,0,0,0,5,0
Virginia,Craig ,230,227,0,0,0,1,0,0
Virginia,Craig ,207,211,0,0,0,0,0,0
Virginia,Craig ,189,188,2,2,0,1,0,1
Virginia,Craig ,161,187,0,0,0,0,1,0
Virginia,Craig ,113,101,0,0,0,1,1,1
Virginia,Craig ,54,79,0,0,0,1,0,1
Virginia,Craig ,43,105,0,0,0,0,0,0
Virginia,Culpeper ,20618,21171,4048,3624,452,440,3174,2924
Virginia,Culpeper ,1300,1238,245,253,25,19,341,297
Virginia,Culpeper ,1382,1406,220,263,47,20,301,365
Virginia,Culpeper ,1394,1490,242,259,57,35,347,335
Virginia,Culpeper ,1322,1283,259,236,55,30,278,292
Virginia,Culpeper ,1052,1028,240,195,23,23,206,188
Virginia,Culpeper ,1188,1185,312,208,25,23,166,146
Virginia,Culpeper ,1218,1276,308,245,24,22,210,176
Virginia,Culpeper ,1436,1357,291,215,25,32,294,234
Virginia,Culpeper ,1284,1319,312,214,39,45,276,248
Virginia,Culpeper ,1394,1347,299,196,29,35,240,201
Virginia,Culpeper ,1426,1370,314,264,34,48,178,117
Virginia,Culpeper ,1575,1585,296,266,20,25,146,117
Virginia,Culpeper ,1273,1439,260,229,14,23,78,86
Virginia,Culpeper ,1140,1188,169,174,11,20,72,53
Virginia,Culpeper ,923,1089,111,148,12,15,16,31
Virginia,Culpeper ,664,708,99,118,5,13,12,22
Virginia,Culpeper ,413,453,37,58,3,7,7,10
Virginia,Culpeper ,234,410,34,83,4,5,6,6
Virginia,Cumberland ,3215,3325,1408,1621,17,29,182,138
Virginia,Cumberland ,166,139,54,71,1,1,19,7
Virginia,Cumberland ,158,161,88,86,1,2,17,15
Virginia,Cumberland ,167,171,90,83,0,1,16,17
Virginia,Cumberland ,159,161,88,95,0,1,18,10
Virginia,Cumberland ,161,161,78,82,0,2,12,15
Virginia,Cumberland ,202,199,107,100,2,1,16,9
Virginia,Cumberland ,175,194,89,90,3,4,8,8
Virginia,Cumberland ,177,163,52,76,4,2,23,7
Virginia,Cumberland ,152,206,60,67,1,1,10,15
Virginia,Cumberland ,210,216,63,86,2,2,9,13
Virginia,Cumberland ,233,235,100,118,1,2,11,10
Virginia,Cumberland ,289,274,134,129,0,1,14,6
Virginia,Cumberland ,245,237,96,125,1,2,4,1
Virginia,Cumberland ,210,242,98,118,1,2,2,4
Virginia,Cumberland ,228,240,88,107,0,2,3,0
Virginia,Cumberland ,152,156,63,59,0,2,0,1
Virginia,Cumberland ,78,86,31,60,0,0,0,0
Virginia,Cumberland ,53,84,29,69,0,1,0,0
Virginia,Dickenson ,7164,6899,38,38,14,18,79,72
Virginia,Dickenson ,334,310,2,3,0,0,2,5
Virginia,Dickenson ,423,361,3,2,1,0,5,5
Virginia,Dickenson ,405,384,3,5,1,2,8,7
Virginia,Dickenson ,397,356,3,1,0,0,7,11
Virginia,Dickenson ,341,319,4,2,0,1,4,5
Virginia,Dickenson ,432,361,0,2,0,2,13,3
Virginia,Dickenson ,392,370,4,1,1,2,7,3
Virginia,Dickenson ,447,403,6,2,2,1,7,8
Virginia,Dickenson ,475,407,3,2,0,1,2,3
Virginia,Dickenson ,491,415,4,2,4,2,4,3
Virginia,Dickenson ,471,417,0,2,1,1,5,4
Virginia,Dickenson ,508,535,1,4,1,0,4,3
Virginia,Dickenson ,550,517,3,1,0,0,4,4
Virginia,Dickenson ,464,513,1,5,0,0,1,3
Virginia,Dickenson ,441,481,1,1,1,3,2,1
Virginia,Dickenson ,309,307,0,1,2,2,1,0
Virginia,Dickenson ,174,234,0,0,0,1,1,1
Virginia,Dickenson ,110,209,0,2,0,0,2,3
Virginia,Dinwiddie ,9258,9232,4365,4831,76,164,564,513
Virginia,Dinwiddie ,495,446,186,142,2,16,44,41
Virginia,Dinwiddie ,532,520,260,234,3,34,63,51
Virginia,Dinwiddie ,530,526,246,249,3,12,55,65
Virginia,Dinwiddie ,549,472,321,345,7,5,55,56
Virginia,Dinwiddie ,455,424,266,273,7,7,40,28
Virginia,Dinwiddie ,616,613,330,304,7,10,45,37
Virginia,Dinwiddie ,621,621,262,287,8,11,57,38
Virginia,Dinwiddie ,526,547,228,240,8,5,46,59
Virginia,Dinwiddie ,534,528,226,287,7,9,35,47
Virginia,Dinwiddie ,625,607,292,321,3,9,21,34
Virginia,Dinwiddie ,707,657,350,400,3,10,34,13
Virginia,Dinwiddie ,823,798,332,379,10,8,24,21
Virginia,Dinwiddie ,698,699,342,372,4,7,17,7
Virginia,Dinwiddie ,519,557,257,326,1,10,15,9
Virginia,Dinwiddie ,438,421,203,249,1,2,2,2
Virginia,Dinwiddie ,311,381,125,165,1,2,8,0
Virginia,Dinwiddie ,168,219,71,139,0,2,1,1
Virginia,Dinwiddie ,111,196,68,119,1,5,2,4
Virginia,Essex ,2988,3285,1881,2219,42,85,236,191
Virginia,Essex ,140,129,112,95,3,4,11,11
Virginia,Essex ,129,120,124,101,4,3,23,27
Virginia,Essex ,114,145,117,141,3,2,16,17
Virginia,Essex ,142,163,102,120,0,30,25,14
Virginia,Essex ,121,141,116,130,3,3,11,13
Virginia,Essex ,168,174,158,150,0,5,18,10
Virginia,Essex ,164,158,120,142,2,7,39,22
Virginia,Essex ,145,150,92,104,5,6,22,18
Virginia,Essex ,164,162,85,114,4,5,17,9
Virginia,Essex ,164,183,108,148,5,2,5,12
Virginia,Essex ,189,222,140,190,3,2,12,11
Virginia,Essex ,246,308,142,182,2,3,13,4
Virginia,Essex ,282,271,151,146,4,4,10,4
Virginia,Essex ,266,315,120,152,2,3,4,6
Virginia,Essex ,211,249,86,135,2,2,2,3
Virginia,Essex ,163,167,57,71,0,2,1,2
Virginia,Essex ,96,115,35,44,0,0,1,3
Virginia,Essex ,84,113,16,54,0,2,6,5
Virginia,Fairfax ,373263,368915,59626,62328,110349,120736,95848,93667
Virginia,Fairfax ,23377,22004,4313,4219,5917,5617,9765,9060
Virginia,Fairfax ,23946,22857,4170,4014,6427,6274,8207,8218
Virginia,Fairfax ,23778,22236,4093,4170,7724,7295,7672,7457
