STNAME,CTYNAME,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,AA_MALE,AA_FEMALE,H_MALE,H_FEMALE
Alabama,Autauga ,20878,21729,5237,6000,286,370,884,787
Alabama,Autauga ,1249,1117,339,344,24,20,86,60
Alabama,Autauga ,1287,1191,388,368,17,25,88,70
Alabama,Autauga ,1441,1350,442,418,18,25,94,79
Alabama,Autauga ,1341,1334,434,400,21,13,63,74
Alabama,Autauga ,1188,1142,374,346,31,13,62,50
Alabama,Autauga ,1354,1405,429,469,20,22,80,45
Alabama,Autauga ,1298,1324,379,424,20,24,66,57
Alabama,Autauga ,1355,1368,344,458,24,39,89,71
Alabama,Autauga ,1277,1387,351,465,20,44,60,71
Alabama,Autauga ,1483,1494,328,449,33,34,67,35
Alabama,Autauga ,1487,1484,321,388,15,22,46,38
Alabama,Autauga ,1543,1590,310,361,15,27,21,43
Alabama,Autauga ,1249,1403,277,359,10,19,21,24
Alabama,Autauga ,1059,1075,221,281,3,10,16,10
Alabama,Autauga ,873,1101,121,178,8,10,3,23
Alabama,Autauga ,646,896,82,133,4,8,9,15
Alabama,Autauga ,424,584,64,76,3,12,6,10
Alabama,Autauga ,324,484,33,83,0,3,7,12
Alabama,Baldwin ,94810,100388,9486,10107,932,1448,5545,4989
Alabama,Baldwin ,5206,4769,608,639,56,53,651,482
Alabama,Baldwin ,5596,5282,679,627,82,59,549,519
Alabama,Baldwin ,5964,5818,761,723,81,78,594,521
Alabama,Baldwin ,5547,5264,711,771,63,221,392,408
Alabama,Baldwin ,4621,4547,734,673,49,60,314,300
Alabama,Baldwin ,5116,5375,860,705,89,100,359,288
Alabama,Baldwin ,5225,5497,691,700,63,79,435,401
Alabama,Baldwin ,5658,5891,649,687,107,167,463,346
Alabama,Baldwin ,5594,5964,547,590,72,169,394,344
Alabama,Baldwin ,6187,6654,561,640,70,95,330,336
Alabama,Baldwin ,6193,6553,506,619,62,92,321,263
Alabama,Baldwin ,6886,7587,643,728,38,75,239,244
Alabama,Baldwin ,6706,7902,528,655,22,53,186,201
Alabama,Baldwin ,6373,7286,412,507,32,50,125,144
Alabama,Baldwin ,5889,6405,264,335,25,48,103,78
Alabama,Baldwin ,3960,4516,178,235,16,22,50,51
Alabama,Baldwin ,2337,2647,91,129,2,17,21,22
Alabama,Baldwin ,1752,2431,63,144,3,10,19,41
Alabama,Barbour ,6389,5745,6311,5595,55,61,629,488
Alabama,Barbour ,281,256,372,341,0,2,66,60
Alabama,Barbour ,288,313,360,383,4,3,66,81
Alabama,Barbour ,303,331,408,376,7,1,60,76
Alabama,Barbour ,319,290,397,358,5,3,53,31
Alabama,Barbour ,340,236,524,347,1,1,24,21
Alabama,Barbour ,462,249,647,375,5,2,43,15
Alabama,Barbour ,392,283,592,361,2,2,48,32
Alabama,Barbour ,427,261,452,354,7,6,65,41
Alabama,Barbour ,425,267,416,264,7,10,67,30
Alabama,Barbour ,468,330,411,340,3,3,48,33
Alabama,Barbour ,427,358,359,333,2,2,26,17
Alabama,Barbour ,458,448,366,398,2,2,24,16
Alabama,Barbour ,452,451,290,317,3,10,14,11
Alabama,Barbour ,395,446,285,355,1,3,9,8
Alabama,Barbour ,396,455,207,283,0,6,6,6
Alabama,Barbour ,282,348,119,173,4,3,5,5
Alabama,Barbour ,174,231,59,121,0,0,2,1
Alabama,Barbour ,100,192,47,116,2,2,3,4
Alabama,Bibb ,8766,8425,2941,1822,23,25,343,280
Alabama,Bibb ,482,482,119,115,1,0,31,23
Alabama,Bibb ,482,437,116,100,0,0,25,25
Alabama,Bibb ,529,447,119,131,3,3,22,17
Alabama,Bibb ,535,466,153,98,2,1,14,18
Alabama,Bibb ,484,444,274,110,3,1,18,12
Alabama,Bibb ,621,555,377,143,2,1,34,51
Alabama,Bibb ,550,522,387,124,3,0,33,41
Alabama,Bibb ,593,485,307,122,0,1,49,12
Alabama,Bibb ,564,513,215,99,2,0,31,12
Alabama,Bibb ,655,574,245,128,3,1,31,9
Alabama,Bibb ,648,592,159,111,0,10,8,10
Alabama,Bibb ,619,569,169,135,1,3,11,10
Alabama,Bibb ,562,582,112,116,0,2,10,6
Alabama,Bibb ,481,486,78,93,0,1,5,18
Alabama,Bibb ,420,468,59,71,2,0,10,11
Alabama,Bibb ,283,352,23,45,0,0,5,2
Alabama,Bibb ,155,235,14,35,0,1,2,1
Alabama,Bibb ,103,216,15,46,1,0,4,2
Alabama,Blount ,27258,28154,516,462,85,100,2950,2632
Alabama,Blount ,1582,1630,34,32,6,9,268,277
Alabama,Blount ,1761,1666,30,35,9,9,320,311
Alabama,Blount ,1804,1831,46,40,8,6,299,317
Alabama,Blount ,1759,1618,37,40,4,3,266,267
Alabama,Blount ,1579,1452,33,41,8,5,210,200
Alabama,Blount ,1747,1716,34,21,3,3,227,179
Alabama,Blount ,1602,1629,49,20,5,1,219,151
Alabama,Blount ,1664,1738,36,25,3,8,257,186
Alabama,Blount ,1652,1672,39,34,7,9,236,187
Alabama,Blount ,1866,1868,31,27,6,9,168,165
Alabama,Blount ,1842,1866,23,29,4,8,130,117
Alabama,Blount ,1942,1925,31,22,5,5,118,84
Alabama,Blount ,1739,1795,18,27,6,9,75,62
Alabama,Blount ,1537,1643,32,27,4,5,68,30
Alabama,Blount ,1351,1602,19,18,1,3,43,39
Alabama,Blount ,868,1121,13,8,5,7,15,47
Alabama,Blount ,583,698,5,10,1,0,10,7
Alabama,Blount ,380,684,6,6,0,1,21,6
Alabama,Bullock ,1629,1060,3713,3384,9,12,449,415
Alabama,Bullock ,62,72,199,208,0,2,46,57
Alabama,Bullock ,72,87,216,208,0,1,51,60
Alabama,Bullock ,71,43,247,209,2,1,56,43
Alabama,Bullock ,47,55,208,180,0,0,40,33
Alabama,Bullock ,80,42,266,201,1,0,16,15
Alabama,Bullock ,106,29,369,235,0,0,24,18
Alabama,Bullock ,141,51,287,208,1,0,72,37
Alabama,Bullock ,143,55,282,209,1,1,63,49
Alabama,Bullock ,144,83,233,179,1,2,23,54
Alabama,Bullock ,161,51,227,170,0,2,22,12
Alabama,Bullock ,99,38,221,211,1,2,4,8
Alabama,Bullock ,101,64,264,278,1,0,9,6
Alabama,Bullock ,112,88,242,247,1,0,4,9
Alabama,Bullock ,84,85,199,188,0,0,4,5
Alabama,Bullock ,78,79,96,169,0,1,5,4
Alabama,Bullock ,55,49,71,112,0,0,6,1
Alabama,Bullock ,45,41,52,93,0,0,2,2
Alabama,Bullock ,28,48,34,79,0,0,2,2
Alabama,Butler ,4829,5298,3885,4862,168,111,153,136
Alabama,Butler ,235,231,305,284,7,4,7,13
Alabama,Butler ,312,252,276,285,2,5,18,20
Alabama,Butler ,321,279,324,298,4,11,20,14
Alabama,Butler ,238,209,364,300,7,6,12,6
Alabama,Butler ,249,228,282,303,9,6,3,7
Alabama,Butler ,271,245,269,304,33,3,8,6
Alabama,Butler ,247,264,206,345,6,6,18,12
Alabama,Butler ,258,283,273,349,49,24,15,5
Alabama,Butler ,245,288,219,353,8,3,3,10
Alabama,Butler ,333,336,189,290,6,6,10,6
Alabama,Butler ,284,311,183,290,8,4,9,7
Alabama,Butler ,348,423,221,313,8,10,7,15
Alabama,Butler ,432,432,241,287,8,7,10,3
Alabama,Butler ,333,397,201,309,4,2,3,3
Alabama,Butler ,302,339,138,175,6,12,3,3
Alabama,Butler ,213,267,90,133,1,1,1,1
Alabama,Butler ,127,216,62,111,1,1,3,2
Alabama,Butler ,81,298,42,133,1,0,3,3
Alabama,Calhoun ,41342,43980,11220,12993,401,623,2358,2256
Alabama,Calhoun ,2276,2206,836,798,26,28,220,250
Alabama,Calhoun ,2234,2184,769,815,25,27,260,226
Alabama,Calhoun ,2626,2376,855,813,30,46,289,255
Alabama,Calhoun ,2649,2455,992,1018,19,29,221,240
Alabama,Calhoun ,2431,2485,974,985,18,47,130,146
Alabama,Calhoun ,2852,2872,952,1022,23,24,181,134
Alabama,Calhoun ,2518,2677,771,871,41,30,199,215
Alabama,Calhoun ,2565,2601,638,820,30,59,198,146
Alabama,Calhoun ,2531,2568,676,821,23,42,137,150
Alabama,Calhoun ,2614,2674,587,747,38,20,127,109
Alabama,Calhoun ,2753,2820,611,770,26,44,108,97
Alabama,Calhoun ,3007,3132,697,881,36,40,105,98
Alabama,Calhoun ,2923,3219,671,853,24,47,66,65
Alabama,Calhoun ,2501,2933,509,678,13,50,49,43
Alabama,Calhoun ,2088,2496,336,450,12,39,15,30
Alabama,Calhoun ,1422,1834,189,251,8,20,21,22
Alabama,Calhoun ,786,1205,98,195,7,12,15,15
Alabama,Calhoun ,566,1243,59,205,2,19,17,15
Alabama,Chambers ,9157,9813,6221,7144,240,134,472,399
Alabama,Chambers ,499,475,423,400,7,7,86,76
Alabama,Chambers ,502,513,404,425,7,4,55,75
Alabama,Chambers ,498,476,475,454,2,4,50,37
Alabama,Chambers ,524,443,430,370,3,5,31,34
Alabama,Chambers ,522,476,389,429,21,5,23,11
Alabama,Chambers ,600,590,523,571,27,18,23,21
Alabama,Chambers ,475,504,378,440,24,12,44,19
Alabama,Chambers ,454,483,350,444,28,7,30,28
Alabama,Chambers ,495,528,362,433,15,7,32,21
Alabama,Chambers ,618,647,366,467,23,9,23,20
Alabama,Chambers ,618,630,421,475,20,13,22,12
Alabama,Chambers ,689,757,462,478,31,20,10,13
Alabama,Chambers ,678,736,420,506,12,11,19,8
Alabama,Chambers ,613,716,354,406,9,2,5,4
Alabama,Chambers ,581,667,210,307,2,1,9,4
Alabama,Chambers ,400,496,136,236,3,5,5,7
Alabama,Chambers ,224,296,76,135,5,1,1,3
Alabama,Chambers ,167,380,42,168,1,3,4,6
Alabama,Cherokee ,12033,12376,558,515,37,66,229,220
Alabama,Cherokee ,535,554,25,30,4,10,17,15
Alabama,Cherokee ,652,571,20,20,1,12,35,25
Alabama,Cherokee ,709,660,21,33,3,4,24,22
Alabama,Cherokee ,644,681,44,35,6,5,13,39
Alabama,Cherokee ,599,582,42,36,1,3,9,21
Alabama,Cherokee ,731,682,53,17,2,1,17,14
Alabama,Cherokee ,572,626,40,19,3,5,22,12
Alabama,Cherokee ,564,624,35,26,5,2,17,15
Alabama,Cherokee ,681,669,20,21,0,5,18,9
Alabama,Cherokee ,810,820,44,27,1,1,10,11
Alabama,Cherokee ,901,832,26,29,2,6,8,7
Alabama,Cherokee ,925,943,37,47,1,1,10,8
Alabama,Cherokee ,1004,1038,46,53,2,0,5,8
Alabama,Cherokee ,850,865,39,43,3,4,8,2
Alabama,Cherokee ,807,860,37,32,2,1,7,4
Alabama,Cherokee ,529,636,11,17,1,4,4,3
Alabama,Cherokee ,326,386,9,16,0,1,3,3
Alabama,Cherokee ,194,347,9,14,0,1,2,2
Alabama,Chilton ,18965,19712,2247,2349,87,130,1990,1646
Alabama,Chilton ,1163,1121,143,153,9,10,237,183
Alabama,Chilton ,1224,1272,161,164,10,12,219,267
Alabama,Chilton ,1248,1307,195,172,5,11,217,219
Alabama,Chilton ,1233,1206,150,159,4,8,155,147
Alabama,Chilton ,1081,1048,166,145,6,5,148,108
Alabama,Chilton ,1277,1259,195,184,6,7,150,100
Alabama,Chilton ,1106,1150,165,142,5,8,137,79
Alabama,Chilton ,1154,1155,126,147,14,15,128,116
Alabama,Chilton ,1157,1272,155,149,9,9,170,137
Alabama,Chilton ,1308,1201,123,163,4,14,124,100
Alabama,Chilton ,1295,1269,129,142,7,6,123,67
Alabama,Chilton ,1330,1354,144,152,4,7,77,40
Alabama,Chilton ,1228,1344,142,152,2,5,27,25
Alabama,Chilton ,1073,1163,93,126,2,4,30,21
Alabama,Chilton ,848,1035,73,75,0,2,25,15
Alabama,Chilton ,609,680,41,56,0,3,7,5
Alabama,Chilton ,334,428,20,37,0,3,4,6
Alabama,Chilton ,297,448,26,31,0,1,12,11
Alabama,Choctaw ,3499,3692,2370,2885,7,18,55,73
Alabama,Choctaw ,184,161,139,155,1,0,5,10
Alabama,Choctaw ,161,182,138,136,0,1,12,16
Alabama,Choctaw ,214,192,158,143,0,0,5,6
Alabama,Choctaw ,235,176,151,158,0,0,3,1
Alabama,Choctaw ,180,185,116,160,1,2,2,7
Alabama,Choctaw ,199,189,169,166,0,0,2,3
Alabama,Choctaw ,149,165,120,139,0,3,4,2
Alabama,Choctaw ,175,208,119,148,2,3,2,0
Alabama,Choctaw ,202,218,112,150,1,1,5,8
Alabama,Choctaw ,215,243,130,161,1,2,2,4
Alabama,Choctaw ,232,239,171,207,0,0,1,2
Alabama,Choctaw ,275,276,203,237,0,2,1,2
Alabama,Choctaw ,260,245,188,270,0,0,2,0
Alabama,Choctaw ,200,258,169,222,1,3,0,4
Alabama,Choctaw ,224,271,124,171,0,0,3,7
Alabama,Choctaw ,194,189,81,121,0,0,5,1
Alabama,Choctaw ,102,159,47,67,0,0,1,0
Alabama,Choctaw ,98,136,35,74,0,1,0,0
Alabama,Clarke ,6057,6461,4878,5757,46,57,162,148
Alabama,Clarke ,324,328,314,343,1,1,12,14
Alabama,Clarke ,308,313,340,308,1,2,17,8
Alabama,Clarke ,342,326,370,325,3,5,20,10
Alabama,Clarke ,331,388,389,353,2,5,11,18
Alabama,Clarke ,326,312,349,402,5,2,7,8
Alabama,Clarke ,367,358,378,379,4,3,12,5
Alabama,Clarke ,286,297,243,310,1,0,9,4
Alabama,Clarke ,328,349,285,348,2,9,10,11
Alabama,Clarke ,300,348,313,358,4,3,7,17
Alabama,Clarke ,365,386,298,396,8,6,11,10
Alabama,Clarke ,439,407,283,414,2,3,17,6
Alabama,Clarke ,459,469,361,430,2,3,7,10
Alabama,Clarke ,456,461,295,418,4,6,6,9
Alabama,Clarke ,364,437,272,277,4,5,7,3
Alabama,Clarke ,398,425,182,245,0,1,2,4
Alabama,Clarke ,308,369,112,186,1,0,1,3
Alabama,Clarke ,222,239,62,127,0,2,5,2
Alabama,Clarke ,134,249,32,138,2,1,1,6
Alabama,Clay ,5400,5615,867,957,19,19,231,204
Alabama,Clay ,279,265,61,41,1,0,15,25
Alabama,Clay ,299,273,56,54,4,2,16,27
Alabama,Clay ,341,289,54,56,1,0,26,16
Alabama,Clay ,314,270,63,51,2,0,23,10
Alabama,Clay ,311,301,67,65,1,0,18,11
Alabama,Clay ,293,325,47,67,1,1,12,13
Alabama,Clay ,262,343,38,40,1,2,10,12
Alabama,Clay ,317,320,66,51,1,2,22,18
Alabama,Clay ,291,317,51,52,1,3,18,19
Alabama,Clay ,377,367,41,69,2,1,16,15
Alabama,Clay ,401,379,69,82,1,2,22,7
Alabama,Clay ,440,425,60,87,1,2,6,9
Alabama,Clay ,399,404,54,68,1,1,9,6
Alabama,Clay ,349,380,49,47,1,2,3,10
Alabama,Clay ,275,295,35,55,0,0,8,3
Alabama,Clay ,218,272,31,33,0,1,4,0
Alabama,Clay ,133,210,15,24,0,0,2,0
Alabama,Clay ,101,180,10,15,0,0,1,3
Alabama,Cleburne ,6999,7177,193,231,10,23,212,175
Alabama,Cleburne ,433,409,6,9,0,0,19,25
Alabama,Cleburne ,450,430,14,11,0,0,23,19
Alabama,Cleburne ,456,442,15,18,1,1,18,28
Alabama,Cleburne ,459,366,14,10,2,0,18,15
Alabama,Cleburne ,354,352,9,11,2,2,9,13
Alabama,Cleburne ,450,436,13,10,0,1,21,9
Alabama,Cleburne ,388,384,6,17,2,1,12,13
Alabama,Cleburne ,400,428,15,11,2,1,18,9
Alabama,Cleburne ,406,383,8,13,0,1,12,7
Alabama,Cleburne ,514,504,14,15,1,2,21,8
Alabama,Cleburne ,485,472,11,11,0,2,14,6
Alabama,Cleburne ,520,537,23,18,0,2,9,7
Alabama,Cleburne ,399,456,10,14,0,1,5,4
Alabama,Cleburne ,434,438,11,20,0,2,5,6
Alabama,Cleburne ,356,446,12,11,0,3,3,1
Alabama,Cleburne ,254,305,9,15,0,0,2,1
Alabama,Cleburne ,141,164,1,9,0,1,2,0
Alabama,Cleburne ,100,225,2,8,0,3,1,4
Alabama,Coffee ,19647,20022,4429,4787,320,558,2189,1982
Alabama,Coffee ,1169,1055,335,314,26,31,266,229
Alabama,Coffee ,1264,1227,290,293,30,15,231,225
Alabama,Coffee ,1352,1344,321,302,21,16,250,248
Alabama,Coffee ,1238,1196,310,300,23,16,169,190
Alabama,Coffee ,1167,1014,315,314,26,17,148,118
Alabama,Coffee ,1235,1168,301,380,31,21,138,130
Alabama,Coffee ,1253,1196,301,301,20,33,178,126
Alabama,Coffee ,1301,1278,287,304,29,79,223,174
Alabama,Coffee ,1269,1238,290,289,25,35,169,132
Alabama,Coffee ,1386,1355,269,318,31,40,118,113
Alabama,Coffee ,1286,1307,291,308,10,24,80,71
Alabama,Coffee ,1294,1233,315,292,14,42,70,42
Alabama,Coffee ,1182,1336,259,328,6,52,57,88
Alabama,Coffee ,1029,1159,236,240,10,44,50,37
Alabama,Coffee ,957,1042,166,220,10,32,17,26
Alabama,Coffee ,579,773,71,113,7,26,11,13
Alabama,Coffee ,401,550,37,96,1,25,6,6
Alabama,Coffee ,285,551,35,75,0,10,8,14
Alabama,Colbert ,21424,23016,4108,4851,152,222,925,864
Alabama,Colbert ,1173,1219,276,263,9,4,93,75
Alabama,Colbert ,1270,1209,255,281,12,8,85,94
Alabama,Colbert ,1270,1305,296,269,11,14,92,170
Alabama,Colbert ,1214,1171,250,257,10,13,75,77
Alabama,Colbert ,1188,1166,290,309,4,7,60,58
Alabama,Colbert ,1525,1484,324,366,17,10,122,62
Alabama,Colbert ,1341,1329,267,327,12,19,96,48
Alabama,Colbert ,1248,1332,257,283,14,31,52,37
Alabama,Colbert ,1245,1303,248,281,9,10,56,55
Alabama,Colbert ,1364,1477,227,308,5,17,50,53
Alabama,Colbert ,1463,1527,253,296,16,12,75,52
Alabama,Colbert ,1565,1653,264,344,10,9,19,25
Alabama,Colbert ,1520,1641,247,355,10,8,20,22
Alabama,Colbert ,1297,1470,249,291,5,46,9,13
Alabama,Colbert ,1070,1295,166,243,3,5,7,2
Alabama,Colbert ,775,1053,116,166,4,5,4,7
Alabama,Colbert ,485,729,61,106,0,0,4,4
Alabama,Colbert ,411,653,62,106,1,4,6,10
Alabama,Conecuh ,3103,3142,2524,3036,11,17,150,127
Alabama,Conecuh ,149,158,149,165,0,0,16,12
Alabama,Conecuh ,159,174,173,182,1,0,22,24
Alabama,Conecuh ,139,150,192,180,1,1,13,6
Alabama,Conecuh ,135,132,201,199,1,0,3,13
Alabama,Conecuh ,163,130,158,170,1,0,16,7
Alabama,Conecuh ,165,163,162,187,1,1,14,8
Alabama,Conecuh ,164,140,145,160,2,2,19,10
Alabama,Conecuh ,131,157,154,181,0,1,11,7
Alabama,Conecuh ,142,168,134,176,1,0,7,12
Alabama,Conecuh ,193,187,100,195,0,2,13,8
Alabama,Conecuh ,198,180,166,200,0,4,4,7
Alabama,Conecuh ,248,239,185,230,1,2,5,3
Alabama,Conecuh ,287,248,161,222,0,0,4,4
Alabama,Conecuh ,226,238,132,175,1,1,0,1
Alabama,Conecuh ,244,242,141,172,0,1,1,2
Alabama,Conecuh ,148,180,92,111,1,1,0,1
Alabama,Conecuh ,120,140,46,62,0,0,2,2
Alabama,Conecuh ,92,116,33,69,0,1,0,0
Alabama,Coosa ,3604,3514,1606,1688,6,12,152,128
Alabama,Coosa ,145,139,79,83,0,0,13,10
Alabama,Coosa ,156,132,84,62,2,0,10,14
Alabama,Coosa ,153,158,94,87,0,0,14,24
Alabama,Coosa ,164,146,78,80,0,0,13,4
Alabama,Coosa ,154,154,110,98,0,0,5,3
Alabama,Coosa ,193,175,143,78,1,1,1,6
Alabama,Coosa ,153,164,97,80,1,1,9,10
Alabama,Coosa ,160,169,80,79,1,1,18,12
Alabama,Coosa ,205,203,74,74,0,1,16,6
Alabama,Coosa ,251,248,103,156,0,3,16,9
Alabama,Coosa ,274,210,123,158,1,1,8,6
Alabama,Coosa ,314,280,119,200,0,1,9,3
Alabama,Coosa ,375,332,134,120,0,1,5,5
Alabama,Coosa ,279,295,117,96,0,0,4,3
Alabama,Coosa ,245,295,58,73,0,2,5,2
Alabama,Coosa ,206,180,53,67,0,0,2,8
Alabama,Coosa ,97,118,37,45,0,0,4,1
Alabama,Coosa ,80,116,23,52,0,0,0,2
Alabama,Covington ,15234,16077,2138,2500,90,96,342,345
Alabama,Covington ,901,832,148,173,5,6,39,44
Alabama,Covington ,963,876,159,179,7,4,31,32
Alabama,Covington ,911,910,189,161,6,6,31,41
Alabama,Covington ,883,827,170,139,6,6,23,24
Alabama,Covington ,760,732,141,175,5,3,18,17
Alabama,Covington ,926,888,226,189,6,7,22,21
Alabama,Covington ,806,918,155,134,3,3,25,18
Alabama,Covington ,858,901,90,151,2,13,18,28
Alabama,Covington ,823,858,114,146,7,8,23,17
Alabama,Covington ,971,930,120,158,13,9,21,14
Alabama,Covington ,966,1010,122,144,10,7,22,17
Alabama,Covington ,1164,1191,122,184,11,6,15,17
Alabama,Covington ,1169,1207,141,167,6,6,22,10
Alabama,Covington ,965,1042,94,120,0,6,11,11
Alabama,Covington ,910,1000,68,99,1,0,10,7
Alabama,Covington ,611,763,41,69,0,3,3,14
Alabama,Covington ,354,585,23,56,2,2,7,8
Alabama,Covington ,293,607,15,56,0,1,1,5
Alabama,Crenshaw ,4895,5044,1509,1780,80,72,185,148
Alabama,Crenshaw ,282,261,100,87,3,2,22,25
Alabama,Crenshaw ,333,281,103,89,7,4,28,26
Alabama,Crenshaw ,299,303,103,125,11,5,14,19
Alabama,Crenshaw ,346,265,96,115,5,5,17,20
Alabama,Crenshaw ,245,259,107,111,1,3,13,7
Alabama,Crenshaw ,310,304,99,125,2,3,3,5
Alabama,Crenshaw ,251,287,110,101,4,2,18,6
Alabama,Crenshaw ,281,262,69,113,5,12,12,9
Alabama,Crenshaw ,280,267,97,95,10,15,7,3
Alabama,Crenshaw ,330,332,76,131,7,2,14,6
Alabama,Crenshaw ,302,340,82,114,4,6,10,3
Alabama,Crenshaw ,371,358,129,124,9,3,4,3
Alabama,Crenshaw ,378,352,112,128,3,3,6,4
Alabama,Crenshaw ,282,342,94,92,1,5,2,2
Alabama,Crenshaw ,264,339,61,98,8,2,4,3
Alabama,Crenshaw ,171,188,35,40,0,0,3,2
Alabama,Crenshaw ,93,136,17,52,0,0,4,3
Alabama,Crenshaw ,77,168,19,40,0,0,4,2
Alabama,Cullman ,39626,40562,635,521,224,383,1924,1828
Alabama,Cullman ,2444,2330,42,47,23,79,205,225
Alabama,Cullman ,2464,2414,40,40,15,56,200,233
Alabama,Cullman ,2549,2424,34,30,12,6,228,249
Alabama,Cullman ,2459,2275,60,57,13,18,201,171
Alabama,Cullman ,2238,2138,58,44,7,12,157,122
Alabama,Cullman ,2693,2674,53,38,24,33,133,140
Alabama,Cullman ,2552,2390,52,31,27,34,142,113
Alabama,Cullman ,2308,2374,46,31,17,42,147,128
Alabama,Cullman ,2459,2427,53,34,17,21,128,114
Alabama,Cullman ,2507,2567,31,21,23,12,96,89
Alabama,Cullman ,2677,2539,29,20,11,12,87,63
Alabama,Cullman ,2785,2820,35,28,11,12,78,63
Alabama,Cullman ,2641,2759,37,35,7,10,58,34
Alabama,Cullman ,2236,2532,26,22,7,15,19,24
Alabama,Cullman ,1942,2269,22,22,3,6,15,24
Alabama,Cullman ,1331,1614,8,8,3,5,8,19
Alabama,Cullman ,801,1159,1,6,4,4,13,9
Alabama,Cullman ,540,857,8,7,0,6,9,8
Alabama,Dale ,18256,18017,4790,5524,251,462,1831,1619
Alabama,Dale ,1123,1137,389,346,17,26,185,183
Alabama,Dale ,1161,997,360,357,27,20,211,158
Alabama,Dale ,1080,996,369,332,13,14,143,140
Alabama,Dale ,988,916,430,382,15,15,122,115
Alabama,Dale ,1197,971,410,397,18,29,143,122
Alabama,Dale ,1454,1233,454,447,26,35,195,135
Alabama,Dale ,1335,1267,323,410,24,31,182,181
Alabama,Dale ,1102,1075,268,380,15,22,155,137
Alabama,Dale ,958,986,239,346,22,31,78,108
Alabama,Dale ,1097,1116,264,366,13,28,116,95
Alabama,Dale ,1084,1135,274,301,13,22,67,51
Alabama,Dale ,1246,1212,256,390,12,30,80,43
Alabama,Dale ,1199,1242,285,350,4,30,49,40
Alabama,Dale ,1039,1032,220,252,12,29,48,32
Alabama,Dale ,872,955,133,209,10,33,24,36
Alabama,Dale ,627,738,55,112,6,38,15,15
Alabama,Dale ,370,525,30,82,1,18,7,10
Alabama,Dale ,324,484,31,65,3,11,11,18
Alabama,Dallas ,4910,5349,11940,14360,91,76,237,192
Alabama,Dallas ,216,230,863,824,7,4,20,19
Alabama,Dallas ,258,232,862,893,6,5,30,36
Alabama,Dallas ,260,260,1059,999,5,2,19,18
Alabama,Dallas ,273,243,1017,960,4,0,23,18
Alabama,Dallas ,211,220,839,927,6,4,13,9
Alabama,Dallas ,250,255,780,966,1,2,14,10
Alabama,Dallas ,237,236,677,842,8,8,14,11
Alabama,Dallas ,232,274,659,876,6,6,20,10
Alabama,Dallas ,255,255,629,845,3,9,13,2
Alabama,Dallas ,272,295,645,872,5,4,14,6
Alabama,Dallas ,325,336,662,863,10,6,11,8
Alabama,Dallas ,417,417,807,1077,2,6,12,10
Alabama,Dallas ,447,449,802,1036,7,10,8,10
Alabama,Dallas ,401,471,627,764,13,5,9,8
Alabama,Dallas ,375,399,467,637,3,0,9,6
Alabama,Dallas ,244,276,264,416,3,3,4,3
Alabama,Dallas ,139,259,181,293,1,1,2,3
Alabama,Dallas ,98,242,100,270,1,1,2,5
Alabama,DeKalb ,32870,33433,688,652,199,172,5715,5059
Alabama,DeKalb ,2009,1868,51,50,14,11,606,591
Alabama,DeKalb ,2208,2091,39,42,10,17,670,583
Alabama,DeKalb ,2391,2253,40,56,11,20,757,741
Alabama,DeKalb ,2317,2054,37,47,8,12,657,562
Alabama,DeKalb ,1967,1808,37,55,8,11,454,419
Alabama,DeKalb ,2126,2080,60,43,65,7,356,352
Alabama,DeKalb ,1847,1749,42,36,22,7,420,281
Alabama,DeKalb ,1884,1976,45,30,11,14,388,380
Alabama,DeKalb ,2052,2079,58,39,8,9,429,351
Alabama,DeKalb ,2202,2219,82,37,10,19,341,290
Alabama,DeKalb ,2141,2137,47,43,12,12,222,211
Alabama,DeKalb ,2211,2263,34,44,8,9,204,133
Alabama,DeKalb ,2088,2201,47,32,8,9,118,67
Alabama,DeKalb ,1825,1958,22,42,0,5,44,40
Alabama,DeKalb ,1595,1816,20,15,3,5,22,30
Alabama,DeKalb ,1043,1228,14,17,1,1,8,11
Alabama,DeKalb ,561,869,13,8,0,0,11,11
Alabama,DeKalb ,403,784,0,16,0,4,8,6
Alabama,Elmore ,29676,31785,8345,8834,270,340,1289,1274
Alabama,Elmore ,1701,1620,545,572,14,16,123,118
Alabama,Elmore ,1960,1701,570,493,10,10,144,136
Alabama,Elmore ,1886,1899,613,613,20,16,151,142
Alabama,Elmore ,1857,1730,622,610,17,23,128,94
Alabama,Elmore ,1601,1562,834,636,11,16,91,75
Alabama,Elmore ,1921,2172,823,734,24,21,83,105
Alabama,Elmore ,1888,2106,686,696,25,15,108,147
Alabama,Elmore ,1807,2085,625,714,29,29,105,111
Alabama,Elmore ,1856,2054,551,599,28,30,95,100
Alabama,Elmore ,1970,2194,541,697,16,28,59,63
Alabama,Elmore ,1982,2091,487,581,20,15,58,51
Alabama,Elmore ,2195,2383,485,579,17,37,56,52
Alabama,Elmore ,2074,2245,381,433,12,31,31,29
Alabama,Elmore ,1615,1873,244,336,15,24,24,14
Alabama,Elmore ,1488,1622,158,207,4,12,10,12
Alabama,Elmore ,1000,1080,89,158,5,5,6,8
Alabama,Elmore ,543,690,64,88,2,6,6,2
Alabama,Elmore ,332,678,27,88,1,6,11,15
Alabama,Escambia ,11261,11554,5974,5476,53,69,530,422
