,Lat,Long_,vaccine_doses_administered_in_state,white_pop,black_pop,asian_pop,hisp_pop,Population,pop per sq mi,democrat_votes,republican_votes,democrat_percent,republican_percent,confirmed_cases
34,31.15197924,-85.29939599,1728736.0,72872.0,26870.0,954.0,3631.0,105882.0,175.1,12917.0,32618.0,27.975223615532883,70.64301648149352,10342.0
35,34.78144169,-85.99750489,1728736.0,47173.0,1786.0,264.0,1584.0,51626.0,49.4,3717.0,19670.0,15.726011169402607,83.22051108478593,6733.0
36,33.55554728,-86.895063,1728736.0,349516.0,261100.0,11198.0,26873.0,658573.0,592.5,181688.0,138843.0,55.758513171785616,42.6097444207115,74789.0
37,33.77995024,-88.09668032,1728736.0,12083.0,1346.0,14.0,263.0,13805.0,24.1,978.0,6174.0,13.596552203531212,85.8334491867093,1390.0
38,34.90171875,-87.65624729,1728736.0,80633.0,8546.0,718.0,2652.0,92729.0,138.8,11915.0,31721.0,26.87250501815557,71.54198335551095,9144.0
39,34.52041498,-87.31069453,1728736.0,25757.0,3372.0,66.0,779.0,32924.0,49.7,3562.0,12322.0,22.21944981598153,76.86357681991142,2928.0
40,32.60154883,-85.35132246,1728736.0,116411.0,34826.0,7228.0,6091.0,164542.0,230.8,27860.0,42221.0,38.992848045459,59.092499545130096,15433.0
41,34.81185586,-86.98310072,1728736.0,80121.0,14236.0,1432.0,6149.0,98915.0,147.8,13672.0,34640.0,27.76886361328324,70.35645374225652,9753.0
42,32.1597283,-86.65158371,1728736.0,2527.0,6468.0,48.0,181.0,9726.0,15.8,4972.0,1836.0,72.74323335771763,26.86174103877103,1363.0
43,32.38759944,-85.69267724,1728736.0,3130.0,12884.0,142.0,343.0,18068.0,35.2,7108.0,1541.0,81.48572738736674,17.665940616760288,1536.0
44,34.76327133,-86.55069633,1728736.0,256828.0,86406.0,9064.0,19352.0,372909.0,417.7,87286.0,102780.0,44.81560017867503,52.77074658438031,33577.0
45,32.24767634,-87.78796182,1728736.0,8793.0,8806.0,50.0,528.0,18863.0,21.5,5488.0,5343.0,50.348623853211,49.01834862385321,2502.0
46,34.13697363,-87.88704173,1728736.0,27939.0,1328.0,82.0,800.0,29709.0,41.5,1463.0,12205.0,10.5960744549866,88.39718983124502,3063.0
47,34.36975964,-86.30486727,1728736.0,89814.0,3532.0,574.0,14272.0,96774.0,164.4,5943.0,33191.0,14.98676081200353,83.69940738872778,11865.0
48,30.78472347,-88.20842409,1728736.0,243845.0,137002.0,7986.0,12443.0,413210.0,335.9,79474.0,101243.0,43.38953069380446,55.27450809110961,37515.0
49,31.56729412,-87.36995001,1728736.0,11477.0,7714.0,102.0,347.0,20733.0,22.5,4455.0,6147.0,41.76040494938133,57.62092238470191,1706.0
50,32.2206831,-86.20969272,1728736.0,80422.0,122808.0,7214.0,8344.0,226486.0,292.5,64529.0,33311.0,65.08941990538537,33.600298570693674,23779.0
51,34.45500589,-86.85475946,1728736.0,99114.0,15074.0,712.0,10466.0,119679.0,206.3,13234.0,39664.0,24.63422806299096,73.83194966680318,14138.0
52,32.64048341,-87.29770589,1728736.0,2698.0,5528.0,84.0,144.0,8923.0,14.7,3860.0,1339.0,73.80497131931166,25.60229445506692,1080.0
53,33.28094866,-88.08818103,1728736.0,11568.0,7596.0,66.0,1044.0,19930.0,22.4,4022.0,5594.0,41.60115846090194,57.860984691766646,2326.0
54,31.80396383,-85.9408295,1728736.0,19036.0,11428.0,664.0,802.0,33114.0,48.9,5636.0,8042.0,40.71960118488549,58.10273824145654,3044.0
55,33.29526734,-85.45708831,1728736.0,17719.0,4120.0,86.0,682.0,22722.0,39.5,2203.0,8559.0,20.32850419857894,78.97942234935867,1753.0
56,32.28725256,-85.18415324,1728736.0,28946.0,24634.0,366.0,3378.0,57961.0,82.6,11228.0,9864.0,52.64194289465047,46.24689390032351,4231.0
57,33.26879845,-86.66232561,1728736.0,179689.0,26916.0,4404.0,12635.0,217702.0,248.5,33268.0,79700.0,28.941278816876903,69.33449325793823,23077.0
58,33.71902176,-86.31029372,1728736.0,78309.0,9070.0,748.0,2185.0,89512.0,132.3,7744.0,36166.0,17.425350464661012,81.37980693503746,9360.0
59,32.59117397,-88.19916205,1728736.0,3187.0,8052.0,186.0,149.0,12427.0,15.2,4648.0,1598.0,73.88332538547131,25.40136703226832,1026.0
60,33.37823223,-86.16886178,1728736.0,51242.0,24488.0,492.0,1913.0,79978.0,111.7,13138.0,22235.0,36.83930123657572,62.3475310545944,7999.0
61,32.86698258,-85.79833053,1728736.0,28472.0,10204.0,208.0,1021.0,40367.0,58.1,5859.0,14963.0,27.911962269544087,71.28293077985803,3848.0
62,33.28726072,-87.52556818,1728736.0,134441.0,61462.0,3442.0,8308.0,209355.0,147.3,37765.0,51117.0,41.88107172958346,56.6883289712993,25082.0
63,33.80270512,-87.30027177,1728736.0,57760.0,3690.0,348.0,1681.0,63521.0,84.7,4834.0,26002.0,15.508501764517163,83.41995508501765,7067.0
64,31.4092794,-88.20689944,1728736.0,10776.0,3624.0,306.0,264.0,16326.0,16.3,2258.0,6564.0,25.4393871113114,73.95223073456512,1639.0
65,31.98773215,-87.30891118,1728736.0,2868.0,6866.0,24.0,149.0,10373.0,13.1,4048.0,1833.0,68.57530069456209,31.05200745383703,1247.0
66,34.15030532,-87.37325922,1728736.0,22662.0,264.0,60.0,781.0,23629.0,39.9,974.0,10195.0,8.631690889755406,90.3491669620702,2717.0
67,55.32222414,-161.9722021,413024.0,705.0,616.0,1918.0,493.0,3337.0,0.4,2666.0,4652.0,34.56502009594192,60.31375599636976,364.0
68,52.3233,-174.1596,413024.0,1912.0,704.0,2714.0,787.0,5634.0,1.3,4274.0,3516.0,52.64843557526484,43.31116038433112,656.0
69,61.14998174,-149.1426986,413024.0,183670.0,18382.0,26322.0,26992.0,288000.0,171.2,4881.0,2383.0,65.10604241696679,31.786047752434303,28574.0
70,37.64629437,-121.8929271,18223412.0,823593.0,176334.0,519982.0,373055.0,1671329.0,2043.6,617659.0,136309.0,80.20816289428234,17.70085836352539,85470.0
71,38.59678594,-119.8223594,18223412.0,767.0,0.0,22.0,139.0,1129.0,1.6,476.0,244.0,64.23751686909581,32.928475033738195,88.0
72,38.44583082,-120.65696,18223412.0,35636.0,1910.0,636.0,5753.0,39752.0,64.1,8153.0,13585.0,36.553981348637016,60.90835724533717,3592.0
73,39.66727762,-121.6005252,18223412.0,187742.0,4632.0,10922.0,37731.0,219186.0,134.4,50426.0,48730.0,49.40528677522387,47.74361687535516,13088.0
74,38.20537103,-120.552913,18223412.0,41752.0,606.0,780.0,5967.0,45905.0,44.7,10046.0,16518.0,36.98277131497571,60.80842291267855,2018.0
75,39.17881957,-122.2331726,18223412.0,19630.0,328.0,304.0,13018.0,21547.0,18.6,3239.0,4559.0,40.68584348699912,57.26667504082402,2173.0
76,37.91923498,-121.9289527,18223412.0,751283.0,104534.0,199260.0,300420.0,1153526.0,1465.2,416386.0,152877.0,71.62816781234302,26.298433210164525,66374.0
77,41.74228275,-123.8974063,18223412.0,21720.0,1768.0,820.0,5596.0,27812.0,28.4,4677.0,6461.0,40.83646206234175,56.41316685584563,1144.0
78,38.77965956,-120.5233166,18223412.0,170936.0,2284.0,8256.0,25378.0,192843.0,106.0,51621.0,61838.0,44.43994869101834,53.23565113336031,10053.0
79,36.75733899,-119.6466953,18223412.0,765202.0,58602.0,109800.0,537180.0,999101.0,156.2,193025.0,164464.0,52.8955899560722,45.06887867652096,107915.0
80,39.59875897,-122.3938452,18223412.0,25292.0,452.0,884.0,12079.0,28393.0,21.4,3995.0,7063.0,35.36337080640878,62.52102328051695,2870.0
81,40.69923009,-123.876044,18223412.0,112830.0,2322.0,3704.0,16354.0,135558.0,37.7,44768.0,21770.0,65.02912423921096,31.6226776869108,3488.0
82,33.0393082,-115.3669042,18223412.0,163444.0,8634.0,3934.0,154088.0,181215.0,41.8,34678.0,20847.0,61.11414623830253,36.739333486068766,30285.0
83,36.51112084,-117.4111978,18223412.0,14404.0,272.0,286.0,4230.0,18039.0,1.8,4634.0,4620.0,48.86123998312948,48.71362294390553,1377.0
84,35.34329425,-118.7277796,18223412.0,740959.0,60592.0,47500.0,491545.0,900202.0,103.3,133366.0,164484.0,43.68473461472951,53.87759915097677,106288.0
